Image ID,Creator,Short Title,Created:from,Created:to,Uploaded,Image type,Technique,Language,Distribution at time of creation,(Digital) source,Source ID (if applicable),Country of origin,Exact location,Holding institution,Collection,Other copyright holders,Related images,ImgDB ID,Metadata editor
Frankfurt am Main 1932. S. 400.",,imgs/1671_DEU__614.jpeg,m.griesse
615,unknown,Assassination of Henry Duke of Guise,1588-01-01,1588-12-31,05.04.2014,12,1,6,,www.bridgemanart.com,,FRA,France,,,Bridgeman Art Library,,imgs/1588_FRA__615.jpg,monika
616,unknown,Fettmilchaufstand in Frankfurt am Main,1614-01-01,1614-12-31,05.04.2014,12,1,2,,www.bridgemanart.com,,DEU,Germany,,,Bridgeman Art Library,,imgs/1614_DEU__616.jpg,monika
617,unknown,Het Buskruitverraad (The Gunpowder Plot),1605-01-01,1605-12-31,05.04.2014,12,2,3,,,,NLD,Netherlands,Rijksmuseum,Rijksmuseum,Rijksmuseum,,imgs/1605_NLD__617.jpg,monika
618,unknown,Het Buskruitverraad (The Gunpowder Plot) - detail,1605-01-01,1605-12-31,05.04.2014,12,2,3,,,,NLD,Netherlands,Rijksmuseum,Rijksmuseum,Rijksmuseum,,imgs/1605_NLD__618.jpg,monika
619,unknown,The Times Past / Present / and to Come,1765-01-01,1765-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number  1868 /0808.4359,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1765_GBR__619.jpg,monika
620,unknown,Carlton House junto in fear and trembling,1770-01-01,1771-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number  1868 /0808.9965,GBR,London or Oxford / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1770_GBR__620.jpg,monika
621,unknown,The Triumph of Liberty: A Hieroglyphical / Congratulatory Epistle from John [bust of Wilkes],1765-01-01,1765-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London or Oxford / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1765_GBR__621.jpg,monika
622,unknown,Unpopular actions of Bute / Grenville / Lord Mansfield / North / Grafton and others,1771-01-01,1771-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London or Oxford / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1771_GBR__622.jpg,monika
623,unknown,Watkin Lewes Esqr presenting the addresses from the counties,1771-01-01,1771-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London or Oxford / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1771_GBR__623.jpg,monika
624,unknown,A deputation from Jonathan's and the Free-Masons,1771-01-01,1771-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1771_GBR__624.jpg,monika
625,unknown,Now Jacky & Georgee together is joind,1784-01-01,1784-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,British Museum London,British Museum London,Similar prints are described in George: English Political Caricatures to 1792. A study of opinion and propaganda / Oxford 1959 / p. 168 and 186 / PLATE 72.,imgs/1784_GBR__625.jpg,monika
626,unknown,Wilkite Badge' in form of numerals '45' linked at top by crown motif,1763-01-01,1763-12-31,05.04.2014,9,4,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1763_GBR__626.jpg,monika
627,unknown,Wilkes and Liberty - No Bute,1763-01-01,1770-12-31,05.04.2014,7,4,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1763_GBR__627.jpg,monika
628,unknown,Mr Serjeant Glyn / John Wilkes Esqr / The Revd Mr John Horne,1769-01-01,1769-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1769_GBR__628.jpg,monika
629,unknown,A Satire on 'Scotch' and 'English' (Lord Bute and John Wilkes),1764-01-01,1764-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1764_GBR__629.jpg,monika
630,George Bickham the Younger,Satire of John Wilkes looking through a prison window,1763-01-01,1763-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1763_GBR__630.jpg,monika
631,unknown,John Wilkes Esq before the Court of King's Bench,1768-01-01,1768-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1768_GBR__631.jpg,monika
632,unknown,Wilkes on Lord Bute's knees (satire),1768-01-01,1768-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1768_GBR__632.jpg,monika
633,unknown,When Court Gallants with Honours swell / it is a Sign of Kissing Well,1762-01-01,1762-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1762_GBR__633.jpg,monika
634,unknown / after drawing by William Hogarth,Caricatural portrait of John Wilkes holding the cap of Liberty,1770-01-01,1770-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,The print is described in George: English Political Caricatures to 1792. A study of opinion and propaganda / Oxford 1959 / pp. 130-131 (PLATE 36),imgs/1770_GBR__634.jpg,monika
635,Christian Benjamin Glassbach,German caricature of John Wilkes,1763-01-01,1763-12-31,05.04.2014,12,1,6,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Berlin / Germany,British Museum London,The Trustees of the British Museum,British Museum London,,imgs/1763_GBR__635.jpg,monika
636,unknown,Hopkins triumphant or Wilkes in the Dumps,1776-01-01,1776-12-31,05.04.2014,12,1,5,,,Museum number,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Great Caricatures Online,,imgs/1776_GBR__636.jpg,monika
637,unknown,John Wilkes / Lord Bute / William Hogarth,1762-01-01,1763-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1868 /0808.4331,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1762_GBR__637.jpg,monika
638,unknown,Liberty Revived,1768-01-01,1768-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1768_GBR__638.jpg,monika
639,unknown,The state of the nation,1778-01-01,1778-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1778_GBR__639.jpg,monika
640,unknown,The Westminster Election,1780-01-01,1780-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1780_GBR__640.jpg,monika
641,unknown,The dissolution of P-t [Parliament],1774-01-01,1774-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1774_GBR__641.jpg,monika
642,unknown,The political mirror or an exhibition of ministers for April 1782,1782-01-01,1782-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1782_GBR__642.jpg,monika
643,unknown,Britania's assassination or the Republicans' amusement,1782-01-01,1782-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1782_GBR__643.jpg,monika
644,unknown,Patriotic soup for poor old England,1780-01-01,1780-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1780_GBR__644.jpg,monika
645,unknown,The council of the rulers / & the elders against the tribe of ye Americanites,1775-01-01,1775-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1775_GBR__645.jpg,monika
646,unknown,The parricide. A sketch of modern patriotism,1776-01-01,1776-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1776_GBR__646.jpg,monika
647,unknown,The Patriotic barber of New York / or the Captain in the suds,1775-01-01,1775-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1775_GBR__647.jpg,monika
648,unknown,To the Glorious Sons of Freedom / at the London-Tavern,1769-01-01,1769-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1769_GBR__648.jpg,monika
649,unknown,The Revolution Pillar,1789-01-01,1789-12-31,05.04.2014,12,5,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,The Trustees of the British Museum,British Museum London,,imgs/1789_GBR__649.jpg,monika
650,unknown,The tree of liberty must be planted immediately,1797-01-01,1797-12-31,05.04.2014,12,5,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Great Britain,British Museum London,The Trustees of the British Museum,British Museum London,,imgs/1797_GBR__650.jpg,monika
651,unknown,A sacrifice to slavery / dedicated without permission to the puppet player in Downing Street,1787-01-01,1787-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1787_GBR__651.jpg,monika
652,unknown,The Rising of Parliament,1784-01-01,1784-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1784_GBR__652.jpg,monika
653,unknown,The grand coalition medal / struck in base metal gilt,1784-01-01,1784-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1784_GBR__653.jpg,monika
654,unknown,The new coalition,1784-01-01,1784-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1784_GBR__654.jpg,monika
655,unknown,The Patriotick Meteor (satirical print),1771-01-01,1771-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1771_GBR__655.jpg,monika
656,unknown,Reformation or / the wonderful effects of a proclamation (satirical print),1771-01-01,1771-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1771_GBR__656.jpg,monika
657,unknown,Alderman Bull treads on the back of John Wilkes,1773-01-01,1773-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1773_GBR__657.jpg,monika
658,unknown,A part of the new commity of inquiry,1771-01-01,1771-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1771_GBR__658.jpg,monika
659,unknown,Arms of Liberty and Slavery,1768-01-01,1768-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1768_GBR__659.jpg,monika
660,unknown,The fate of favourites (execution of Struensee seen as a political allegory),1772-01-01,1772-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1772_GBR__660.jpg,monika
661,unknown,clash between supporters and opposers of impressment,1776-01-01,1776-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1776_GBR__661.jpg,monika
662,unknown,The city patriots / or a picture of the times,1773-01-01,1773-12-31,05.04.2014,12,1,5,,http://www.britishmuseum.org/research/collection_online/,Museum number 1861 /0808.5601,GBR,London / Great Britain,British Museum London,British Museum London,British Museum London,,imgs/1773_GBR__662.jpg,monika
663,Franz Heissig,German portrait of John Wilkes,1770-01-01,1770-12-31,05.04.2014,12,1,2,,http://www.britishmuseum.org/research/collection_online/,Museum number,GBR,Augsburg / Germany,British Museum London,The Trustees of the British Museum,British Museum London,,imgs/1770_GBR__663.jpg,monika
664,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,465187,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__664.jpg,monika
665,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,330514,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__665.jpg,monika
666,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,13,,http://www.bridgemanart.com,341889,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__666.jpg,monika
667,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,347906,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__667.jpg,monika
668,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,347911,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__668.jpg,monika
669,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,347913,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__669.jpg,monika
670,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,347914,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__670.jpg,monika
671,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,347916,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__671.jpg,monika
672,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,347920,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__672.jpg,monika
673,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,347921,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__673.jpg,monika
674,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,347923,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__674.jpg,monika
675,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,13,,http://www.bridgemanart.com,354286,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__675.jpg,monika
676,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,380469,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__676.jpg,monika
677,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,384011,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__677.jpg,monika
678,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,387011,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__678.jpg,monika
679,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,406261,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__679.jpg,monika
680,unknown,,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,439982,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__680.jpg,monika
681,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,488922,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__681.jpg,monika
682,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,488980,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__682.jpg,monika
683,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,488986,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__683.jpg,monika
684,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,488987,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__684.jpg,monika
685,unknown,The Beheading of King Charles I,1641-01-01,1660-12-31,05.05.2014,2,1,5,,http://www.bridgemanart.com,20537,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__685.jpg,monika
686,unknown,The World turn'd upside down,1641-01-01,1660-12-31,05.05.2014,12,1,5,A similar print with different title is described in George: English Political Caricatures to 1792. A study of opinion and propaganda / Oxford 1959 / PLATE 6.,http://www.bridgemanart.com,97563,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__686.jpg,monika
687,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,153372,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__687.jpg,monika
688,unknown,To him pudel / bite him peper,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,153374,GBR,Great Britain,Private Collection,private,Bridgeman Art Library,,imgs/1641_GBR__688.jpg,monika
689,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,153398,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__689.jpg,monika
690,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,206127,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__690.jpg,monika
691,unknown,English Civil War,1641-01-01,1660-12-31,05.05.2014,12,1,5,,http://www.bridgemanart.com,206129,GBR,Great Britain,British Museum London,The Trustees of the British Museum,Bridgeman Art Library,,imgs/1641_GBR__691.jpg,monika
